,comment_id,score
0,114890,0.231805730479034
1,732895,0.1159312015208775
2,1139051,0.8703778066664288
3,1434512,0.9423400448238958
4,2084821,0.4330669086148038
5,2452675,1.0269629773645421
6,3206615,1.045433800259469
7,3665348,1.3482484185859605
8,4502494,0.1018938478376361
9,4804786,0.16036955558387067
10,4974702,0.11964332879269018
11,5407955,0.4397051893625261
12,5760889,0.012484716843408239
13,6468556,1.776293093722598
14,6545351,0.8191530365588168
15,7028828,0.09187831291150143
16,7514418,0.8509587872623593
17,7681489,0.03487394742335233
18,8163533,0.1920643476181526
19,8259679,0.09494394554033152
20,8351483,1.078445032688276
21,8565981,1.3323197490824397
22,8660574,1.362435361246468
23,8689222,0.052281629087793324
24,8724028,0.7069693232764744
25,8726172,0.051239949260109864
26,8768929,0.4801828031590998
27,8809377,0.5842510883347268
28,8855444,0.9881408830266857
29,8960885,0.07861825847396199
30,8971984,0.15306077836837584
31,9096917,1.014752197265436
32,9436902,0.27849072422852916
33,9509686,0.15373406745637788
34,9716206,1.0932376414922889
35,9725692,0.4652847366002515
36,9875604,0.9916243661014132
37,10035416,0.13524981249848808
38,10169491,0.3437775480761295
39,10185780,0.9664258315863925
40,10266382,2.444343497184008
41,10266787,4.10009439453804
42,10288920,0.03349984885663921
43,10311993,0.3217859857445147
44,10365624,0.08979177749919526
45,10491092,0.03284550891568983
46,10563063,3.5436086683578822
47,10572056,1.0212967641775017
48,10627987,0.7386894559281791
49,10638814,1.0115154205421568
50,10681670,0.1771542328425399
51,11106931,0.02233470075975133
52,11121620,3.04231960060523
53,11132709,0.29352751203680905
54,11135750,0.47604500675960787
55,11187140,0.06456756141377344
56,11337226,0.37066883916295873
57,11462967,19.999992348205165
58,11495491,0.04341525881677477
59,11507472,0.18247813853569114
60,11573496,0.799431430998703
61,11733584,0.47913765503139305
62,11800674,1.2150311393776987
63,11821192,0.4149232583669959
64,11829970,0.11044125736252308
65,12298779,0.38822817733773
66,12317984,0.09664477769915347
67,12348023,0.9287358595696251
68,12639381,0.5667997108638754
69,12683372,0.7596850686935701
70,12696870,0.32934852378407187
71,12807839,1.0334467941556547
72,12823018,0.0693571956399382
73,12881870,0.21829609245105647
74,12978951,0.07805822395615195
75,13157522,0.21479258445306526
76,13247352,2.112109655755647
77,13453964,0.12201767450861256
78,13457220,0.30231011860392426
79,13458289,0.7923765489757839
80,13579519,0.4172521903606306
81,13714575,0.36761841242177007
82,13835047,0.40581250094035837
83,13933538,1.4241857276115262
84,13961138,0.6853829978646997
85,13964043,0.22662207373951557
86,14328899,0.10243149819359475
87,14331158,0.11515588805513365
88,14427930,0.11348290104759659
89,14841177,0.08405514192910052
90,14888979,2.971521457382198
91,14895406,0.04783790857599089
92,14970304,0.5388277882648138
93,15073011,0.6366284055832667
94,15119523,0.7112336890813455
95,15124357,0.2658518655175684
96,15124754,0.4080652376722203
97,15154385,0.674664279628724
98,15215115,1.1316322419447955
99,15298790,1.149371202566849
100,15303727,1.7423984860793549
101,15525773,0.7424556341179093
102,15553093,0.04048350464366949
103,15557773,0.20236966005195753
104,15660772,1.947034175611533
105,15742291,1.0681491597750907
106,15758274,0.9058048734258631
107,15810392,0.02827314713970116
108,15927385,0.05983544581064105
109,15958192,0.29378049571307613
110,17037417,0.06444273024642277
111,17144275,0.0365222831439789
112,17149898,1.7976136817095256
113,17329404,1.0609907414729642
114,17355941,0.033818887655829
115,17535166,0.09457076338651658
116,17537912,0.032120464171023884
117,17554648,0.9780062778811867
118,17641539,0.5635294410216797
119,17685200,0.02027757223078195
120,17787508,0.0176192305386585
121,17856960,1.0854228586348527
122,17956059,0.05390125464816611
123,18034731,4.008105931873217
124,18081208,0.8441579556437047
125,18082031,1.0497694479520363
126,18173564,0.0959062605492946
127,18173671,0.9598979109377036
128,18264260,0.4177663390070646
129,18317860,0.300112807484211
130,18499753,0.15863865977263397
131,18536206,5.384009049546631
132,18568650,1.070335808918342
133,18570325,0.03167429020734826
134,18573257,0.45136916461894744
135,18606380,1.0016121001584333
136,18622928,0.07546527988761734
137,18651650,0.5178478025013376
138,18711494,0.6475880299026144
139,18739220,0.7762738950137668
140,18764088,0.1867564304352926
141,18830793,0.1061548615581722
142,18850903,0.7774839543924248
143,18852415,2.8562002769653954
144,18870842,0.16894118253262577
145,18926737,0.8615088387043134
146,18933708,0.6249195534254156
147,18946187,1.9677432013032063
148,18985431,1.1955596096782923
149,19008005,1.0073580358099548
150,19017226,0.18041957649216006
151,19169720,1.0090903137529827
152,19173930,1.131076737662808
153,19196590,0.05007572190710638
154,19199151,0.15702490643754455
155,19202640,0.06799672693714026
156,19203754,0.14352499853643816
157,19210269,1.3432247303908804
158,19259970,0.06998971196552124
